Company,Year,Total Liabilities Growth %,Borrowings Growth %,Equity Growth %,Total Assets Growth %,Operating Profit Growth %,Net Profit Growth %,Operating Cash Flow Growth %
gnfc,2013,35.3,126.31,8.35,23.42,5.65,-3.78,-174.07
gnfc,2014,19.41,18.35,8.41,32.01,5.95,7.02,-106.93
gnfc,2015,-5.03,-5.24,-15.8,-8.43,-148.67,-254.68,4995.4
gnfc,2016,-13.94,-22.4,7.62,-6.47,-256.5,-150.07,81.16
gnfc,2017,-2.39,-34.77,42.43,-0.46,93.28,130.3,41.17
gnfc,2018,-33.79,-85.71,17.27,-9.23,61.49,51.45,25.84
gnfc,2019,-6.29,-9.42,12.09,5.13,-45.97,-6.12,-70.24
gnfc,2020,22.59,312.95,4.51,10.61,-54.17,-32.69,-47.2
gnfc,2021,-25.73,-99.75,14.57,-0.5,163.55,38.16,559.48
gnfc,2022,17.75,-96.76,32.01,28.03,186.18,147.2,4.37
gnfc,2023,-5.04,-85.71,14.02,9.13,-24.69,-14.07,-30.18
gnfc,2024,-8.78,5500.0,-8.98,-8.93,-87.66,-66.89,-97.72
gnfc,2025,2.73,17607.14,3.11,3.02,60.66,20.78,1834.72
gnfc,2026,-7.56,-100.0,6.25,3.17,83.12,36.12,8.07
godrej-prop,2005,,,,,,,
godrej-prop,2006,25.51,-82.71,15.03,22.54,86.2,127.69,91.49
godrej-prop,2007,179.69,1615.97,22.28,137.73,122.59,211.19,-232.14
godrej-prop,2008,98.63,91.88,313.93,128.14,138.83,50.66,181.54
godrej-prop,2009,-26.88,77.71,23.15,-14.44,-47.5,18.06,-15.17
godrej-prop,2010,15.56,1.76,173.44,72.07,-86.57,64.97,63.22
godrej-prop,2011,79.04,78.72,8.54,38.94,527.07,-12.73,77.5
godrej-prop,2012,33.72,37.63,58.14,44.57,49.56,-23.35,-17.26
godrej-prop,2013,-5.2,-31.03,-2.52,-3.9,195.56,167.31,-126.63
godrej-prop,2014,69.97,97.02,31.21,50.86,-51.52,-55.1,-471.6
godrej-prop,2015,11.6,24.41,7.16,9.69,-11.54,31.0,-4.55
godrej-prop,2016,16.1,38.98,9.55,13.36,-102.47,-76.26,26.63
godrej-prop,2017,33.29,33.36,-5.3,17.66,-8277.14,547.05,-46.43
godrej-prop,2018,10.93,5.63,12.15,11.33,-64.12,22.56,-279.41
godrej-prop,2019,12.09,-5.05,19.05,14.38,6.68,-13.08,-75.53
godrej-prop,2020,-6.3,-8.87,92.17,27.34,380.29,83.5,-47.73
godrej-prop,2021,28.94,40.86,71.48,50.87,-195.86,-111.14,-858.73
godrej-prop,2022,10.21,14.55,6.04,7.77,-121.9,-1328.64,-104.44
godrej-prop,2023,46.61,23.8,7.12,23.84,53.46,24.66,-8538.57
godrej-prop,2024,74.07,57.6,5.7,39.97,-184.88,-13.93,-109.48
godrej-prop,2025,52.31,18.65,65.94,57.44,274.78,79.15,-1079.24
godrej-prop,2026,45.8,25.06,2.0,28.41,154.25,-65.5,-3.91
graphite-india,2004,,,,,,,
graphite-india,2005,38.88,59.38,8.5,22.04,-7.34,-6.47,-56.75
graphite-india,2006,75.77,102.93,9.58,43.15,45.21,31.15,-139.58
graphite-india,2007,13.52,10.83,30.88,20.07,55.53,207.97,-294.15
graphite-india,2008,-2.58,-18.69,17.46,5.66,45.6,-31.06,251.51
graphite-india,2009,-16.04,-25.54,45.35,12.28,27.34,44.83,120.18
graphite-india,2010,-17.49,-29.24,16.67,2.53,28.01,19.94,-28.08
graphite-india,2011,14.04,6.38,18.59,17.1,-32.81,-25.78,-110.39
graphite-india,2012,36.2,74.12,11.29,19.21,30.09,38.05,-258.56
graphite-india,2013,18.92,22.94,5.32,10.26,-23.82,-31.45,-63.77
graphite-india,2014,-16.66,-46.97,5.53,-3.17,0.79,4.81,5310.41
graphite-india,2015,-21.48,-38.31,1.02,-6.57,-51.91,-51.91,-69.02
graphite-india,2016,-20.03,-3.12,1.34,-4.72,-1.14,0.23,62.6
graphite-india,2017,-0.72,-29.51,4.2,3.03,-68.96,36.3,-11.49
graphite-india,2018,62.32,22.45,40.5,45.5,3736.99,713.71,181.28
graphite-india,2019,44.24,131.56,78.85,70.0,213.54,207.1,151.56
graphite-india,2020,-35.5,15.58,-18.12,-21.89,-103.38,-98.88,-90.31
graphite-india,2021,-5.7,-46.25,5.18,3.23,-79.38,536.2,269.15
graphite-india,2022,50.59,53.87,11.95,18.28,-1771.82,188.08,-130.49
graphite-india,2023,17.54,-2.48,3.45,6.39,-26.34,-39.04,-41.52
graphite-india,2024,-24.05,-71.47,15.17,6.14,127.51,149.07,-734.36
graphite-india,2025,17.05,-11.12,4.41,6.49,-81.28,-48.12,-24.23
graphite-india,2026,27.99,198.79,0.94,5.84,31.82,-41.5,-80.97
greenpanel-ind,2018,,,,,,,
greenpanel-ind,2019,,,1360640.0,2969540.0,-66180.0,-88360.0,-54180.0
greenpanel-ind,2020,-1.1,0.89,2.43,0.52,78.81,-63.29,274.41
greenpanel-ind,2021,-11.82,-26.07,10.99,-1.17,138.57,370.19,49.39
greenpanel-ind,2022,-17.75,-24.12,27.63,6.04,148.35,206.37,138.16
greenpanel-ind,2023,-12.79,-32.58,21.7,8.97,-9.37,-1.46,-5.82
greenpanel-ind,2024,13.99,40.71,9.64,10.92,-44.93,-41.19,-60.35
greenpanel-ind,2025,30.88,45.47,5.17,12.97,-69.21,-46.68,-42.16
greenpanel-ind,2026,-7.95,-9.55,-2.11,-4.16,-140.06,-140.4,42.88
greenply-ind,2004,,,,,,,
greenply-ind,2005,8.45,17.19,10.63,9.04,43.13,15.03,80.84
greenply-ind,2006,87.18,59.71,67.35,81.74,76.37,166.86,946.03
greenply-ind,2007,36.95,18.38,63.71,43.94,59.34,59.83,-64.8
greenply-ind,2008,25.52,16.74,36.96,28.6,76.03,71.98,89.84
greenply-ind,2009,37.52,50.77,22.22,32.84,16.95,-3.67,52.77
greenply-ind,2010,55.86,57.91,50.6,54.39,-7.86,32.86,380.71
greenply-ind,2011,15.26,27.2,18.59,16.17,-2.37,-49.38,-92.9
greenply-ind,2012,13.45,15.95,14.97,13.87,70.01,112.87,169.75
greenply-ind,2013,11.31,-11.3,28.44,16.16,71.64,113.74,613.97
greenply-ind,2014,8.67,3.1,22.22,12.9,-2.29,0.27,-3.67
greenply-ind,2015,-41.87,-53.0,-17.0,-33.45,-13.58,6.42,-8.39
greenply-ind,2016,-11.09,-29.21,25.18,4.22,12.57,7.2,26.81
greenply-ind,2017,26.62,105.54,29.9,28.28,4.74,3.43,-8.46
greenply-ind,2018,53.03,66.99,16.27,34.16,-4.79,0.46,-39.34
greenply-ind,2019,-61.39,-79.21,-63.79,-62.46,-48.09,-54.83,-1.22
greenply-ind,2020,-0.97,-0.9,7.73,2.76,-43.95,-46.81,-73.3
greenply-ind,2021,-25.24,-67.44,15.07,-7.11,41.71,77.7,526.59
greenply-ind,2022,3.71,3.8,23.69,14.85,39.12,53.31,-50.2
greenply-ind,2023,-4.67,-57.91,23.9,12.48,-1.08,23.13,24.83
greenply-ind,2024,26.92,176.24,14.88,18.98,-6.76,-14.54,-62.95
greenply-ind,2025,34.58,2.32,14.66,21.84,-24.23,12.43,7.28
greenply-ind,2026,-12.8,-12.93,8.29,-0.13,-6.66,-29.96,91.06
guj-state-petro,2004,,,,,,,
guj-state-petro,2005,16.39,-0.81,77.57,29.95,48.67,1957.69,115.27
guj-state-petro,2006,45.69,33.71,127.83,78.41,81.64,190.84,50.97
guj-state-petro,2007,36.69,51.51,6.44,20.93,44.24,91.47,-34.11
guj-state-petro,2008,38.3,11.72,18.12,29.04,21.36,11.79,261.47
guj-state-petro,2009,14.07,18.95,6.51,10.9,26.69,23.51,-65.04
guj-state-petro,2010,24.21,9.46,28.69,26.02,173.93,235.28,335.19
guj-state-petro,2011,-5.67,-3.06,28.31,8.32,17.71,22.38,-32.58
guj-state-petro,2012,-5.01,-10.1,22.93,8.62,4.33,3.1,32.66
guj-state-petro,2013,15.53,22.26,19.21,17.56,4.09,3.08,-12.62
guj-state-petro,2014,-8.86,-22.58,12.05,2.84,-15.9,-22.11,-6.87
guj-state-petro,2015,-9.05,-14.34,9.96,2.55,-0.84,-2.1,-2.83
guj-state-petro,2016,-2.3,-11.13,9.53,5.44,-7.8,8.31,-3.81
guj-state-petro,2017,-28.6,-36.48,13.29,-0.14,4.11,11.74,56.5
guj-state-petro,2018,190.38,251.07,12.66,53.4,37.17,34.59,-5.22
guj-state-petro,2019,-17.45,-26.94,13.4,0.02,40.08,18.89,21.68
guj-state-petro,2020,-25.75,-57.67,17.04,1.71,1.42,39.52,24.99
guj-state-petro,2021,-23.21,37.81,12.23,2.97,-8.08,-16.64,-8.75
guj-state-petro,2022,-50.92,-88.3,11.9,-0.35,-5.41,9.25,-13.58
guj-state-petro,2023,-9.14,-100.0,9.83,8.01,-11.39,-6.42,-9.91
guj-state-petro,2024,-0.53,,10.75,9.84,23.22,35.95,21.32
guj-state-petro,2025,49.14,,5.0,8.23,-53.69,-37.13,-19.95
guj-state-petro (1),2004,,,,,,,
guj-state-petro (1),2005,16.39,-0.81,77.57,29.95,,,
guj-state-petro (1),2006,45.69,33.71,127.83,78.41,,,
guj-state-petro (1),2007,36.69,51.51,6.44,20.93,,,
guj-state-petro (1),2008,38.3,11.72,18.12,29.04,,,
guj-state-petro (1),2009,14.07,18.95,6.51,10.9,,,
guj-state-petro (1),2010,24.21,9.46,28.69,26.02,,,
guj-state-petro (1),2011,-5.67,-3.06,28.31,8.32,,,
guj-state-petro (1),2012,-5.01,-10.1,22.93,8.62,,,
guj-state-petro (1),2013,15.53,22.26,19.21,17.56,,,
guj-state-petro (1),2014,-8.86,-22.58,12.05,2.84,,,
guj-state-petro (1),2015,-9.05,-14.34,9.96,2.55,,,
guj-state-petro (1),2016,-2.3,-11.13,9.53,5.44,,,
guj-state-petro (1),2017,-28.6,-36.48,13.29,-0.14,,,
guj-state-petro (1),2018,190.38,251.07,12.66,53.4,,,
guj-state-petro (1),2019,-17.45,-26.94,13.4,0.02,,,
guj-state-petro (1),2020,-25.75,-57.67,17.04,1.71,,,
guj-state-petro (1),2021,-23.21,37.81,12.23,2.97,,,
guj-state-petro (1),2022,-50.92,-88.3,11.9,-0.35,,,
guj-state-petro (1),2023,-9.14,-100.0,9.83,8.01,,,
guj-state-petro (1),2024,-0.53,,10.75,9.84,,,
guj-state-petro (1),2025,49.14,,5.0,8.23,,,
gujarat-pipavav,2004,,,,,,,
gujarat-pipavav,2005,28.16,5.98,162.16,42.15,-90.35,-81.32,-100.0
gujarat-pipavav,2005,-0.61,-1.79,-95.57,-18.9,0.0,0.0,
gujarat-pipavav,2005,0.62,1.82,2155.52,23.31,0.0,0.0,
gujarat-pipavav,2005,-0.61,-1.79,-95.57,-18.9,0.0,0.0,
gujarat-pipavav,2005,0.62,1.82,2155.52,23.31,-29.33,36.52,
gujarat-pipavav,2005,-0.61,-1.79,-95.57,-18.9,0.0,0.0,
gujarat-pipavav,2005,0.62,1.82,2155.52,23.31,0.0,0.0,
gujarat-pipavav,2005,-0.61,-1.79,-95.57,-18.9,0.0,0.0,
gujarat-pipavav,2006,29.91,49.86,2539.66,56.34,-8.74,-10.27,
gujarat-pipavav,2007,13.06,5.34,220.09,49.87,184.84,24.14,51.08
gujarat-pipavav,2008,43.65,20.19,-22.0,18.72,12.35,5.87,-137.64
gujarat-pipavav,2009,21.75,46.79,-18.62,11.68,-96.08,37.58,-14.64
gujarat-pipavav,2010,-15.43,-26.79,136.55,12.2,-3648.69,-52.99,-504.41
gujarat-pipavav,2011,-33.15,-15.87,7.76,-17.47,85.79,-204.35,-31.64
gujarat-pipavav,2012,-42.92,-54.7,52.81,5.0,0.79,29.53,331.21
gujarat-pipavav,2013,2.54,-7.22,15.83,12.22,67.37,159.29,10.63
gujarat-pipavav,2015,-56.87,-100.0,27.59,6.64,75.62,101.95,52.95
gujarat-pipavav,2016,130.96,,7.01,19.45,-9.02,-38.89,-12.2
gujarat-pipavav,2017,-28.23,,5.38,-1.14,-8.06,5.6,3.24
gujarat-pipavav,2018,-10.47,,-0.27,-1.71,-13.32,-20.59,-21.76
gujarat-pipavav,2019,17.49,,0.35,2.54,2.05,3.61,-6.0
gujarat-pipavav,2020,-2.12,,3.16,2.38,14.18,42.2,14.83
gujarat-pipavav,2021,20.23,,-2.53,0.67,-8.41,-25.31,13.11
gujarat-pipavav,2022,19.4,,0.01,3.26,-3.46,-11.52,-0.98
gujarat-pipavav,2023,14.15,,2.26,4.56,25.17,50.99,-2.68
gujarat-pipavav,2024,8.45,,0.69,2.33,15.94,21.26,31.03
gujarat-pipavav,2025,-7.24,,1.25,-0.66,13.87,12.82,-8.02
gujarat-pipavav,2026,6.15,,1.72,2.65,30.68,25.35,13.54
happiest-minds,2017,,,,,,,
happiest-minds,2018,56.3,86.98,-5.91,15.54,360.08,-408.49,-59.03
happiest-minds,2019,185.7,32.69,-146.84,14.49,-136.86,-131.42,-1375.76
happiest-minds,2020,-49.41,-43.26,-355.06,23.39,669.6,1686.62,92.74
happiest-minds,2021,48.57,107.62,138.44,78.49,151.74,120.52,33.49
happiest-minds,2022,14.65,30.28,22.51,19.39,30.63,15.16,5.94
happiest-minds,2023,81.68,149.97,23.33,45.59,31.34,16.03,7.86
happiest-minds,2024,-2.17,-7.17,78.42,40.06,-11.99,13.56,10.06
happiest-minds,2025,104.62,149.31,5.32,38.34,-46.33,-31.4,-46.23
happiest-minds,2026,16.14,22.75,5.44,10.7,36.42,32.96,-13.7
havells-india,2004,,,,,,,
havells-india,2005,69.73,71.17,45.9,63.96,46.65,45.66,-176.69
havells-india,2006,11.44,-39.11,102.04,32.17,68.48,107.04,-2097.62
havells-india,2007,-0.15,-50.0,49.96,16.04,46.51,61.6,41.63
havells-india,2008,49.0,-48.23,147.31,94.43,29.97,40.52,-36.13
havells-india,2009,-5.97,143.04,43.59,19.32,4.51,1.18,111.73
havells-india,2010,18.08,72.4,21.69,20.08,59.88,57.1,-24.9
havells-india,2011,43.06,-11.25,18.23,26.49,6.55,6.09,66.53
havells-india,2012,25.23,-4.94,19.95,21.97,32.07,26.18,4.56
havells-india,2013,-4.87,12.05,16.28,7.98,15.62,21.6,5.72
havells-india,2014,28.36,42.9,13.88,18.89,21.62,28.89,72.8
havells-india,2015,0.38,-73.16,11.55,7.38,5.82,-2.87,-7.98
havells-india,2016,6.08,-100.0,11.3,9.48,40.29,53.86,-12.68
havells-india,2017,24.88,,23.8,24.17,-24.63,-24.65,48.36
havells-india,2018,66.17,-45.47,14.22,31.88,42.52,32.18,42.4
havells-india,2019,4.79,-62.5,13.46,9.75,13.23,11.09,-53.73
havells-india,2020,-6.59,-100.0,1.47,-1.83,-22.44,-7.39,60.93
havells-india,2021,33.27,,19.97,25.15,62.62,41.83,-20.23
havells-india,2022,23.54,-19.64,15.96,19.1,13.7,14.92,165.13
havells-india,2023,0.27,-100.0,10.45,6.07,-12.69,-10.03,-67.63
havells-india,2024,10.0,,12.46,11.46,15.3,18.44,246.91
havells-india,2025,9.29,,12.0,10.91,16.13,16.94,-20.34
havells-india,2026,-3.6,,13.75,6.89,-0.61,14.55,1.67
havells-india (1),2004,,,,,,,
havells-india (1),2005,,,,,,,-176.69
havells-india (1),2006,,,,,,,-2097.62
havells-india (1),2007,,,,,,,41.63
havells-india (1),2008,,,,,,,-36.13
havells-india (1),2009,,,,,,,111.73
havells-india (1),2010,,,,,,,-24.9
havells-india (1),2011,,,,,,,66.53
havells-india (1),2012,,,,,,,4.56
havells-india (1),2013,,,,,,,5.72
havells-india (1),2014,,,,,,,72.8
havells-india (1),2015,,,,,,,-7.98
havells-india (1),2016,,,,,,,-12.68
havells-india (1),2017,,,,,,,48.36
havells-india (1),2018,,,,,,,42.4
havells-india (1),2019,,,,,,,-53.73
havells-india (1),2020,,,,,,,60.93
havells-india (1),2021,,,,,,,-20.23
havells-india (1),2022,,,,,,,165.13
havells-india (1),2023,,,,,,,-67.63
havells-india (1),2024,,,,,,,246.91
havells-india (1),2025,,,,,,,-20.34
havells-india (1),2026,,,,,,,1.67
hcl-tech,2004,,,,,,,
hcl-tech,2005,15.17,-1.57,24.83,22.67,29.5,1.09,-55.57
hcl-tech,2006,46.92,-86.16,-9.93,2.26,135.05,93.88,191.28
hcl-tech,2007,28.4,205.61,32.97,31.51,12.88,72.6,28.92
hcl-tech,2008,74.8,-38.05,-6.19,18.22,33.6,-29.15,5.9
hcl-tech,2009,20.62,1928.15,8.55,13.89,12.62,27.75,-44.37
hcl-tech,2010,14.34,172.01,41.46,28.7,0.73,5.91,25.74
hcl-tech,2011,-9.83,-39.36,18.73,6.76,7.83,13.45,105.53
hcl-tech,2012,33.22,-17.53,12.73,19.99,76.09,62.77,42.17
hcl-tech,2013,33.98,-11.98,54.95,46.73,96.67,89.94,93.05
hcl-tech,2014,5.94,-90.78,53.87,36.69,60.76,61.54,47.41
hcl-tech,2015,-9.11,-51.99,23.25,14.21,-3.82,6.04,-13.2
hcl-tech,2016,-7.58,3.56,10.77,6.71,-25.93,-25.64,-40.88
hcl-tech,2017,25.66,9.97,20.82,21.75,51.78,45.64,121.76
hcl-tech,2018,-17.86,6.45,6.12,1.38,14.52,7.11,-9.38
hcl-tech,2019,33.53,-3.03,10.43,14.13,8.24,11.18,36.87
hcl-tech,2020,131.14,400.0,22.53,42.87,18.44,9.58,13.59
hcl-tech,2021,-27.2,29.37,16.78,3.45,7.33,-2.52,59.97
hcl-tech,2022,-8.27,9.18,-2.21,-3.5,7.53,24.37,-32.82
hcl-tech,2023,13.15,-15.49,-3.49,-0.12,10.52,5.38,27.83
hcl-tech,2024,4.74,-72.25,-3.98,-1.97,5.02,1.88,12.88
hcl-tech,2025,36.82,-50.94,-11.48,0.37,6.14,5.07,4.64
hcl-tech,2026,20.0,-61.54,-25.88,-10.53,-47.64,-37.82,-24.15
hdfc-bank,2011,,,,,,,
hdfc-bank,2012,,,,21.83,,,2921.48
hdfc-bank,2013,,,,18.47,,,-83.54
hdfc-bank,2014,,,,22.8,,,-547.54
hdfc-bank,2015,,,,20.12,,,-289.66
hdfc-bank,2016,,,,20.04,,,-79.67
hdfc-bank,2017,,,,21.87,,,-831.41
hdfc-bank,2018,,,,23.16,,,10.55
hdfc-bank,2019,,,,16.98,,,-314.98
hdfc-bank,2020,,,,22.98,,,-70.23
hdfc-bank,2021,,,,14.14,,,-348.62
hdfc-bank,2022,,,,18.41,,,-134.24
hdfc-bank,2023,,,,19.22,,,-292.23
hdfc-bank,2024,,,,46.7,,,28.2
hdfc-bank,2025,,,,8.09,,,314.62
hdfc-bank,2026,,,,11.63,,,-14.85
heg,2004,,,,,,,
heg,2005,63.81,80.88,10.21,41.48,-14.05,-19.33,-25.17
heg,2006,56.87,76.98,8.51,41.18,27.2,-5.39,-171.38
heg,2007,13.68,10.29,11.75,13.2,79.4,89.67,-166.39
heg,2008,-11.79,-19.83,47.34,3.97,88.08,98.2,192.62
heg,2009,17.71,23.92,9.19,14.52,36.67,-26.89,-24.33
heg,2010,-9.32,-17.15,26.83,1.81,-12.2,59.89,349.95
heg,2011,10.51,15.7,11.69,11.0,-43.57,-24.67,-87.62
heg,2012,39.87,35.23,-6.62,20.48,-44.06,-51.64,-27.97
heg,2013,9.93,6.27,13.26,11.0,92.54,69.75,325.67
heg,2014,-14.18,-31.42,7.04,-7.18,-15.58,-18.12,571.09
heg,2015,-18.17,-0.61,1.8,-10.58,-33.41,-54.98,-65.72
heg,2016,-22.31,-18.32,-2.1,-13.56,-41.99,-119.36,-5.97
heg,2017,-6.0,-19.08,-5.34,-5.68,-88.07,562.91,-37.01
heg,2018,-8.11,-45.67,107.46,48.76,24079.18,-2260.52,273.14
heg,2019,63.33,124.02,105.63,92.36,178.1,182.1,153.97
heg,2020,-31.4,-11.07,-7.96,-14.21,-101.7,-98.25,-41.96
heg,2021,-19.16,-49.97,-0.71,-4.64,69.7,-147.4,-15.64
heg,2022,86.13,123.74,11.12,24.67,-438.58,-1643.79,-119.3
heg,2023,1.19,11.68,7.96,6.13,15.5,16.62,-181.42
heg,2024,-9.86,-16.4,1.66,-1.3,-59.54,-49.17,437.08
heg,2025,-6.72,-5.57,0.35,-1.31,-71.18,-56.25,-48.12
heg,2026,17.2,35.64,3.45,6.5,217.67,78.38,11.24
hg-infra-eng,2013,,,,,,,
hg-infra-eng,2014,-14.39,0.5,15.82,-5.2,20.36,-28.01,112.88
hg-infra-eng,2015,4.09,-10.09,5.8,4.73,-28.08,-57.43,-25.52
hg-infra-eng,2016,79.92,57.58,45.15,66.86,122.96,661.85,23.83
hg-infra-eng,2017,56.63,79.29,43.73,52.41,65.48,51.12,87.73
hg-infra-eng,2018,138.27,91.92,207.06,159.45,55.96,57.73,-112.08
hg-infra-eng,2019,-3.68,-19.68,21.88,5.64,47.75,46.65,-1206.43
hg-infra-eng,2020,37.19,5.63,24.63,31.91,17.12,34.11,196.1
hg-infra-eng,2021,-7.89,-11.19,25.63,5.42,22.3,27.3,106.89
hg-infra-eng,2022,-11.54,38.8,32.18,9.15,53.16,60.58,-78.38
hg-infra-eng,2023,70.38,60.07,30.35,47.43,22.87,24.39,414.99
hg-infra-eng,2024,3.0,-10.42,30.37,16.87,28.27,29.45,-53.84
hg-infra-eng,2025,64.96,136.68,24.42,42.05,9.72,5.8,-55.89
hg-infra-eng,2026,34.47,52.39,12.97,23.82,-22.68,-32.57,111.76
hind-copper,2004,,,,,,,
hind-copper,2005,-2.63,-18.75,-148.13,10.16,-1960.08,-199.68,-252.62
hind-copper,2006,35.33,-18.01,134.81,49.66,39.42,89.14,105.85
hind-copper,2007,14.14,-26.06,102.71,35.13,201.08,196.51,101.33
hind-copper,2008,-19.47,-47.49,37.73,5.39,-36.4,-21.49,-48.56
hind-copper,2009,-20.28,-68.24,7.58,-9.94,-134.01,-104.18,-124.0
hind-copper,2010,-27.5,-99.86,15.98,-1.82,-319.99,-1600.29,-259.6
hind-copper,2011,-18.74,-100.0,5.27,-1.99,61.05,44.88,270.04
hind-copper,2012,13.96,,18.27,17.19,35.6,44.33,-1.84
hind-copper,2013,-3.22,,17.7,12.6,-59.21,9.96,-37.29
hind-copper,2014,-6.34,,11.2,7.52,109.81,-19.46,54.17
hind-copper,2015,-15.6,,1.76,-1.4,-95.29,-76.4,-28.35
hind-copper,2016,82.79,,2.79,15.28,-112.58,-35.56,8.88
hind-copper,2017,65.5,127.89,-23.33,-1.33,-3982.65,42.19,-200.39
hind-copper,2018,29.28,39.17,4.11,14.57,52.47,28.53,-243.23
hind-copper,2019,24.56,62.89,6.8,15.13,114.73,82.78,-32.14
hind-copper,2020,28.5,46.12,-41.13,-5.81,-314.43,-491.28,-65.9
hind-copper,2021,-18.97,-27.26,13.44,-8.99,-121.53,-119.32,867.22
hind-copper,2022,-37.86,-64.1,75.45,5.63,213.66,239.86,26.47
hind-copper,2023,-16.88,-61.7,8.94,-0.42,-12.49,-20.99,-35.99
hind-copper,2024,9.06,42.26,9.75,9.54,17.73,0.03,-56.64
hind-copper,2025,-14.73,-25.17,16.6,7.16,51.23,58.6,86.36
hind-copper,2026,27.81,-33.98,25.65,26.17,107.41,96.5,170.72
hind-zinc,2004,,,,,,,
hind-zinc,2005,3.3,-6.0,37.88,22.64,10.87,61.97,67.77
hind-zinc,2006,15.46,-2.33,65.07,46.65,177.71,124.69,64.21
hind-zinc,2007,-20.04,-99.93,122.38,80.74,189.54,201.66,263.93
hind-zinc,2008,20.17,0.0,55.34,50.79,-17.3,-1.03,-8.61
hind-zinc,2009,16.1,2128.21,21.18,20.66,-53.01,-37.95,-35.54
hind-zinc,2010,32.83,595.86,26.23,26.89,77.83,48.17,50.3
hind-zinc,2011,19.99,-99.36,24.33,23.88,18.19,21.26,4.77
hind-zinc,2012,3.33,0.0,19.3,17.69,5.94,12.77,5.15
hind-zinc,2013,22.5,0.0,20.07,20.28,7.41,24.85,5.78
hind-zinc,2014,33.53,-100.0,15.93,17.51,5.13,0.07,15.14
hind-zinc,2015,32.4,,15.86,17.55,10.75,18.44,1.09
hind-zinc,2016,180.37,,-13.77,8.58,-13.22,-0.04,16.64
hind-zinc,2017,32.76,,-17.6,-2.63,34.9,1.72,17.63
hind-zinc,2018,-66.65,-100.0,16.64,-17.11,39.11,11.54,29.64
hind-zinc,2019,26.47,,-6.48,-1.1,-20.33,-14.23,-10.73
hind-zinc,2020,-24.71,-75.93,19.95,10.64,-25.25,-14.47,-24.6
hind-zinc,2021,101.26,959.41,-19.84,-2.66,39.17,17.27,59.6
hind-zinc,2022,-22.55,-56.39,6.09,-2.31,44.13,20.68,20.1
hind-zinc,2023,116.69,319.45,-62.25,-20.63,8.14,9.24,19.24
hind-zinc,2024,-17.06,-28.59,17.7,-4.37,-28.45,-25.98,-11.83
hind-zinc,2025,13.16,25.96,-12.76,1.52,33.19,32.0,5.88
hind-zinc,2026,-6.77,-22.52,69.11,22.53,33.65,33.4,19.32
icici-bank,2011,,,,,,,
icici-bank,2012,,,,16.59,,,-240.16
icici-bank,2013,,,,13.33,,,14.64
icici-bank,2014,,,,10.78,,,-57.95
icici-bank,2015,,,,8.66,,,-203.34
icici-bank,2016,,,,11.54,,,-564.89
icici-bank,2017,,,,7.09,,,74.88
icici-bank,2018,,,,13.92,,,-66.08
icici-bank,2019,,,,9.7,,,188.78
icici-bank,2020,,,,13.88,,,104.2
icici-bank,2021,,,,12.02,,,58.18
icici-bank,2022,,,,14.7,,,-55.64
icici-bank,2023,,,,12.25,,,-86.03
icici-bank,2024,,,,18.14,,,961.81
icici-bank,2025,,,,13.18,,,49.84
icici-bank,2026,,,,12.0,,,-47.1
idfc-first-bank,2015,,,,,,,
idfc-first-bank,2016,,,,147939640.0,,,
idfc-first-bank,2017,,,,51.63,,,-476.13
idfc-first-bank,2018,,,,12.8,,,-141.74
idfc-first-bank,2019,,,,32.14,,,-390.81
idfc-first-bank,2020,,,,-10.76,,,-36.82
idfc-first-bank,2021,,,,9.35,,,28.69
idfc-first-bank,2022,,,,16.57,,,-81.48
idfc-first-bank,2023,,,,26.16,,,38.24
idfc-first-bank,2024,,,,23.41,,,214.7
idfc-first-bank,2025,,,,16.11,,,27.07
idfc-first-bank,2026,,,,16.28,,,-51.96
indian-bank,2011,,,,,,,
indian-bank,2012,,,,16.19,,,913.61
indian-bank,2013,,,,15.13,,,-275.57
indian-bank,2014,,,,15.05,,,-121.19
indian-bank,2015,,,,2.94,,,-805.57
indian-bank,2016,,,,5.64,,,-118.11
indian-bank,2017,,,,7.13,,,1062.62
indian-bank,2018,,,,15.8,,,-66.02
indian-bank,2019,,,,10.82,,,-507.05
indian-bank,2020,,,,10.5,,,-158.37
indian-bank,2021,,,,102.28,,,-295.34
indian-bank,2022,,,,7.29,,,68.39
indian-bank,2023,,,,5.78,,,-197.25
indian-bank,2024,,,,11.56,,,-69.18
indian-bank,2025,,,,10.19,,,-301.45
indian-bank,2026,,,,13.11,,,8.26
indusind-bank,2011,,,,,,,
indusind-bank,2012,,,,26.21,,,203.46
indusind-bank,2013,,,,27.28,,,-126.28
indusind-bank,2014,,,,18.72,,,745.22
indusind-bank,2015,,,,25.38,,,-92.17
indusind-bank,2016,,,,28.36,,,2011.79
indusind-bank,2017,,,,27.55,,,-270.44
indusind-bank,2018,,,,24.06,,,-278.93
indusind-bank,2019,,,,25.35,,,-69.14
indusind-bank,2020,,,,10.52,,,88.43
indusind-bank,2021,,,,18.21,,,-470.85
indusind-bank,2022,,,,10.75,,,-62.82
indusind-bank,2023,,,,13.89,,,-174.93
indusind-bank,2024,,,,12.48,,,35.42
indusind-bank,2025,,,,7.59,,,-207.53
indusind-bank,2026,,,,-1.91,,,-94.23
infosys,2004,,,,,,,
